case_i_id,case_j_id,country_i,country_j,article_cohort,log_fine_i,log_fine_j,fine_eur_i,fine_eur_j,delta_log_fine,delta_fine_eur,distance,defendant_class_match,enterprise_size_match,year_diff
Spain_561,France_14,ES,FR,5;32,8.23925397898068,13.1366173718077,3785.714285714286,507177.033492823,4.897363392827021,503391.31920710875,1.1020725224284882,True,False,1
Spain_575,Greece_23,ES,GR,5;32,10.93569411653303,8.006700845440367,56144.06779661016,3000.0,2.928993271092663,53144.06779661016,1.1020725224284882,True,False,1
Romania_5,Hungary_32,RO,HU,5;32,6.404540391283338,9.061541799020478,603.5838627992634,8616.426756985607,2.65700140773714,8012.842894186344,1.0709337903052165,False,False,1
Ireland_17,Italy_208,IE,IT,5;32,10.069235568144856,9.84610260752086,23604.51306413301,18883.610451306413,0.223132960623996,4720.902612826598,0.0,True,True,0
Iceland_3,Cyprus_28,IS,CY,5;32,9.319754090867976,10.762361566987884,11155.238095238095,47209.02612826604,1.4426074761199086,36053.788033027944,1.7475770150047758,True,True,3
Iceland_42,Spain_474,IS,ES,5;32,10.246534615306503,8.205551975809472,28183.701657458565,3660.2209944751385,2.040982639497031,24523.480662983427,1.8141377814303206,True,True,0
Hungary_18,Spain_523,HU,ES,5;32,12.300883395234443,10.894025781122972,219889.152810768,53852.66723116004,1.4068576141114715,166036.48557960795,0.5825256716682585,True,True,1
Hungary_32,Romania_5,HU,RO,5;32,9.061541799020478,6.404540391283338,8616.426756985607,603.5838627992634,2.65700140773714,8012.842894186344,1.0709337903052165,False,False,1
Greece_23,Spain_575,GR,ES,5;32,8.006700845440367,10.93569411653303,3000.0,56144.06779661016,2.928993271092663,53144.06779661016,1.1020725224284882,True,False,1
Greece_26,Spain_441,GR,ES,5;32,11.778105029086966,11.27131417632703,130365.50462249613,78535.13971210839,0.5067908527599361,51830.36491038774,1.1650513433365173,True,True,2
Greece_28,Italy_234,GR,IT,5;32,14.933089701240451,10.147258129144577,3057442.604006163,25520.03081664098,4.785831572095875,3031922.5731895217,0.0,True,True,0
France_14,Spain_561,FR,ES,5;32,13.1366173718077,8.23925397898068,507177.033492823,3785.714285714286,4.897363392827021,503391.31920710875,1.1020725224284882,True,False,1
France_32,Italy_37,FR,IT,5;32,13.098133113071066,9.18621050617067,488029.46593001846,9760.589318600369,3.9119226069003954,478268.8766114181,0.0,True,True,0
France_40,Ireland_17,FR,IE,5;32,12.544270684344006,10.069235568144856,280482.6418289585,23604.51306413301,2.47503511619915,256878.12876482552,0.5825256716682585,True,True,1
Italy_37,France_40,IT,FR,5;32,9.18621050617067,12.544270684344006,9760.589318600369,280482.6418289585,3.3580601781733357,270722.05251035816,0.5825256716682586,True,True,1
Italy_167,Spain_444,IT,ES,5;32,12.436320790084183,8.23925397898068,251781.47268408551,3785.714285714286,4.197066811103504,247995.75839837122,1.9822343731033263,True,False,3
Italy_208,Greece_28,IT,GR,5;32,9.84610260752086,14.933089701240451,18883.610451306413,3057442.604006163,5.086987093719591,3038558.9935548566,0.5825256716682586,True,True,1
Italy_215,Finland_92,IT,FI,5;32,14.865718166166888,13.910821646859096,2858243.45146379,1100000.0,0.9548965193077912,1758243.4514637901,1.4220150736742676,False,False,1
Italy_234,Croatia_1,IT,HR,5;32,10.147258129144577,11.52288569676448,25520.03081664098,101000.0,1.3756275676199028,75479.96918335902,0.5825256716682585,True,True,1
Italy_251,Croatia_2,IT,HR,5;32,10.106437767263415,11.52288569676448,24499.229583975342,101000.0,1.4164479295010644,76500.77041602466,0.5825256716682585,True,True,1
Finland_92,Italy_251,FI,IT,5;32,13.910821646859096,10.106437767263415,1100000.0,24499.229583975342,3.8043838795956813,1075500.7704160246,0.5825256716682585,True,True,1
Denmark_146,Spain_461,DK,ES,5;32,11.496671485151234,8.932269110229447,98386.74033149172,7571.428571428572,2.5644023749217872,90815.31176006315,0.5825256716682585,True,True,1
Cyprus_28,Iceland_42,CY,IS,5;32,10.762361566987884,10.246534615306503,47209.02612826604,28183.701657458565,0.5158269516813814,19025.324470807478,1.471362517422258,False,False,2
Croatia_1,Spain_495,HR,ES,5;32,11.52288569676448,11.27131417632703,101000.0,78535.13971210839,0.2515715204374498,22464.860287891614,2.7133925618301684,False,False,3
Croatia_2,Iceland_3,HR,IS,5;32,11.52288569676448,9.319754090867976,101000.0,11155.238095238095,2.2031316058965036,89844.76190476191,3.4313991087932076,True,True,5
Ireland_6,Greece_85,IE,GR,5;32;33,11.388884136990889,12.321128024346978,88333.33333333333,224386.11346316684,0.9322438873560888,136052.7801298335,3.4641016149068147,False,True,2
Greece_85,Ireland_6,GR,IE,5;32;33,12.321128024346978,11.388884136990889,224386.11346316684,88333.33333333333,0.9322438873560888,136052.7801298335,3.4641016149068147,False,True,2
Italy_315,Greece_78,IT,GR,5;33,11.289794413577894,11.050038343940328,80000.0,62945.36817102138,0.23975606963756668,17054.63182897862,1.9999999998,True,True,2
Greece_78,Italy_315,GR,IT,5;33,11.050038343940328,11.289794413577894,62945.36817102138,80000.0,0.23975606963756668,17054.63182897862,1.9999999998,True,True,2
Spain_549,Latvia_10,ES,LV,5;6,8.493165762698549,9.884772272897877,4880.294659300184,19628.17527519052,1.3916065101993276,14747.880615890335,1.0949998478913818,True,False,1
Slovenia_58,Estonia_19,SI,EE,5;6,6.26443531468338,3.938787509910169,524.5447347585115,50.3562945368171,2.3256478047732116,474.18844022169435,0.0,True,True,0
Iceland_82,Cyprus_27,IS,IE,5;6,12.491602441351672,11.0901373532645,266092.3434283452,65520.74513124472,1.4014650880871713,200571.5982971005,1.0949998478913816,True,False,1
Iceland_95,Germany_32,IS,DE,5;6,10.87270741111566,13.758073717495217,52716.745843230405,944180.5225653208,2.885366306379556,891463.7767220904,0.0,True,True,0
Hungary_11,Latvia_14,HU,LV,5;6,6.984650180364942,11.314777035654211,1078.928571428571,82023.80952380953,4.3301268552892695,80944.88095238096,0.0,True,True,0
Greece_32,Belgium_45,GR,BE,5;6,7.800223424839554,11.052416428610046,2440.147329650092,63095.23809523809,3.2521930037704925,60655.090765588,0.6508109058467539,True,True,1
Germany_32,Iceland_95,DE,IS,5;6,13.758073717495217,10.87270741111566,944180.5225653208,52716.745843230405,2.885366306379556,891463.7767220904,0.0,True,True,0
Germany_37,Spain_549,DE,ES,5;6,16.38993873557774,8.493165762698549,13123809.523809524,4880.294659300184,7.896772972879191,13118929.229150224,1.094999847891382,True,False,1
Finland_30,Italy_20,FI,IT,5;6,10.325575126145027,7.838692295454701,30501.84162062616,2535.885167464115,2.486882830690327,27965.956453162045,1.3016218116935079,True,True,2
Latvia_10,Germany_37,LV,DE,5;6,9.884772272897877,16.38993873557774,19628.17527519052,13123809.523809524,6.505166462679863,13104181.348534334,1.3016218116935079,True,True,2
Latvia_14,Hungary_11,LV,HU,5;6,11.314777035654211,6.984650180364942,82023.80952380953,1078.928571428571,4.3301268552892695,80944.88095238096,0.0,True,True,0
Italy_13,Belgium_17,IT,BE,5;6,8.23925397898068,8.754746488847713,3785.714285714286,6339.712918660287,0.515492509867034,2553.998632946001,0.6508109058467539,True,True,1
Italy_18,Finland_30,IT,FI,5;6,8.526870028956498,10.325575126145027,5047.619047619048,30501.84162062616,1.7987050971885292,25454.222573007115,1.635979339161113,True,True,1
Italy_20,Slovenia_58,IT,SI,5;6,7.838692295454701,6.26443531468338,2535.885167464115,524.5447347585115,1.5742569807713203,2011.3404327056037,3.004954396608727,True,True,4
Italy_84,Greece_32,IT,GR,5;6,7.02369712496935,7.800223424839554,1121.9305673158342,2440.147329650092,0.7765262998702038,1318.216762334258,1.635979339161113,True,True,1
Italy_97,Cyprus_26,IT,CY,5;6,8.632422361902975,8.05460786910179,5609.652836579171,3147.268408551069,0.5778144928011848,2462.384428028102,1.4477873353107158,False,False,1
Italy_177,Iceland_82,IT,IS,5;6,9.258358304257996,12.491602441351672,10490.89469517023,266092.3434283452,3.233244137093676,255601.448733175,1.761215298267735,True,False,0
Italy_197,Cyprus_18,IT,CY,5;6,6.956630648585314,8.901724207343387,1049.089469517023,7343.626286619161,1.9450935587580727,6294.536817102138,1.2932646029011352,False,False,0
Estonia_19,Italy_177,EE,IT,5;6,3.938787509910169,9.258358304257996,50.3562945368171,10490.89469517023,5.319570794347827,10440.538400633412,0.6466323014505675,False,False,0
Cyprus_18,Italy_197,CY,IT,5;6,8.901724207343387,6.956630648585314,7343.626286619161,1049.089469517023,1.9450935587580727,6294.536817102138,1.2932646029011352,False,False,0
Cyprus_26,Italy_238,CY,IT,5;6,8.05460786910179,9.924124373624954,3147.268408551069,20416.024653312787,1.8695165045231636,17268.756244761717,0.9174356481237962,False,False,1
Cyprus_27,Italy_97,IE,IT,5;6,11.0901373532645,8.632422361902975,65520.74513124472,5609.652836579171,2.4577149913615255,59911.09229466555,1.5646095886290954,False,False,0
Belgium_17,Italy_13,BE,IT,5;6,8.754746488847713,8.23925397898068,6339.712918660287,3785.714285714286,0.515492509867034,2553.998632946001,0.6508109058467539,True,True,1
Belgium_45,Italy_84,BE,IT,5;6,11.052416428610046,7.02369712496935,63095.23809523809,1121.9305673158342,4.028719303640696,61973.307527922254,1.9867291973666792,True,True,2
Greece_56,Italy_258,GR,IT,5;6;12,10.018583039803788,8.314882356934197,22438.611346316684,4083.204930662557,1.7037006828695915,18355.406415654128,3.4641016146758745,False,False,2
Italy_258,Greece_56,IT,GR,5;6;12,8.314882356934197,10.018583039803788,4083.204930662557,22438.611346316684,1.7037006828695915,18355.406415654128,3.4641016146758745,False,False,2
Hungary_39,Belgium_97,HU,BE,5;6;12;13,9.742204777761206,10.507891218952246,17020.027624309394,36602.20994475138,0.7656864411910398,19582.18232044199,2.1213203433346424,True,False,0
Belgium_97,Hungary_42,BE,HU,5;6;12;13,10.507891218952246,10.26543336930149,36602.20994475138,28721.42252328536,0.242457849650755,7880.787421466022,2.121320343109643,True,True,1
Hungary_45,France_53,HU,FR,5;6;12;13;32,12.262032358421076,17.329169106621567,211510.01540832047,33570863.02454474,5.067136748200491,33359353.009136416,1.9999999996,True,True,1
France_53,Hungary_45,FR,HU,5;6;12;13;32,17.329169106621567,12.262032358421076,33570863.02454474,211510.01540832047,5.067136748200491,33359353.009136416,1.9999999996,True,True,1
Hungary_56,Belgium_68,HU,BE,5;6;12;14,12.344844446513102,8.23925397898068,229771.38018628288,3785.714285714286,4.105590467532423,225985.6659005686,3.4641016148490795,False,False,2
Belgium_68,Hungary_56,BE,HU,5;6;12;14,8.23925397898068,12.344844446513102,3785.714285714286,229771.38018628288,4.105590467532423,225985.6659005686,3.4641016148490795,False,False,2
Hungary_4,Italy_219,HU,IT,5;6;12;15;17,5.887888153243657,7.621979992100716,359.6428571428571,2041.6024653312784,1.7340918388570588,1681.9596081884213,3.4641016147720993,False,False,4
Italy_219,Hungary_4,IT,HU,5;6;12;15;17,7.621979992100716,5.887888153243657,2041.6024653312784,359.6428571428571,1.7340918388570588,1681.9596081884213,3.4641016147720993,False,False,4
Hungary_23,Belgium_126,HU,BE,5;6;12;17,9.572321004140267,9.258358304257996,14360.71126164268,10490.89469517023,0.3139626998822713,3869.816566472451,2.8284271241805046,True,False,1
Belgium_126,Hungary_23,BE,HU,5;6;12;17,9.258358304257996,9.572321004140267,10490.89469517023,14360.71126164268,0.3139626998822713,3869.816566472451,2.8284271241805046,True,False,1
Iceland_45,Italy_186,IS,IT,5;6;13,8.954456781386664,11.455498156521116,7741.320914479255,94418.05225653209,2.5010413751344522,86676.73134205284,0.6864064729365287,True,True,1
Hungary_27,Iceland_45,HU,IS,5;6;13,7.270362381141019,8.954456781386664,1436.0711261642678,7741.320914479255,1.6840944002456455,6305.249788314988,2.2135943619545326,True,False,0
Hungary_38,Italy_203,HU,IT,5;6;13,6.760000556324734,6.956630648585314,861.6426756985608,1049.089469517023,0.19663009226058037,187.4467938184622,2.3175749923931392,True,False,1
Italy_186,Hungary_27,IT,HU,5;6;13,11.455498156521116,7.270362381141019,94418.05225653209,1436.0711261642678,4.185135775380098,92981.98113036781,2.3175749923931392,True,False,1
Italy_203,Hungary_38,IT,HU,5;6;13,6.956630648585314,6.760000556324734,1049.089469517023,861.6426756985608,0.19663009226058037,187.4467938184622,2.3175749923931392,True,False,1
Italy_301,Belgium_11,IT,BE,5;6;13,9.924124373624954,9.447814810812211,20416.024653312787,12679.425837320574,0.4763095628127427,7736.598815992213,4.466039948110391,True,True,5
Belgium_11,Italy_301,BE,IT,5;6;13,9.447814810812211,9.924124373624954,12679.425837320574,20416.024653312787,0.4763095628127427,7736.598815992213,4.466039948110391,True,True,5
Italy_220,Belgium_175,IT,BE,5;6;13;14,8.537976937910123,10.840385717827472,5104.006163328197,51040.06163328196,2.3024087799173483,45936.05546995377,2.1213203433346424,True,False,0
Belgium_136,Italy_220,BE,IT,5;6;13;14,8.632422361902975,8.537976937910123,5609.652836579171,5104.006163328197,0.09444542399285183,505.64667325097435,2.121320343334643,True,True,2
Hungary_35,Italy_109,HU,IT,5;6;7;12;13,11.364022447030372,13.23741608226721,86164.26756985606,560965.283657917,1.8733936352368374,474801.016088061,2.449489742643226,True,False,0
Italy_109,Hungary_35,IT,HU,5;6;7;12;13,13.23741608226721,11.364022447030372,560965.283657917,86164.26756985606,1.8733936352368374,474801.016088061,2.449489742643226,True,False,0
Italy_147,Croatia_6,IT,HR,5;6;7;13,10.955894054367963,10.887522217945694,57289.72684085511,53503.56294536817,0.06837183642226918,3786.1638954869413,2.1213203434096424,True,False,0
Croatia_6,Italy_147,HR,IT,5;6;7;13,10.887522217945694,10.955894054367963,53503.56294536817,57289.72684085511,0.06837183642226918,3786.1638954869413,2.1213203434096424,True,False,0
Iceland_98,Italy_308,IS,IT,5;6;9,10.4193305681139,8.699681400989514,33500.0,6000.0,1.7196491671243859,27500.0,0.0,True,True,0
Finland_11,Italy_194,FI,IT,5;6;9,11.949178362299888,9.951457827847598,154688.995215311,20981.78939034046,1.9977205344522897,133707.20582497056,2.402505753840221,False,False,4
Italy_31,Finland_11,IT,FI,5;6;9,10.136149469661436,11.949178362299888,25238.09523809524,154688.995215311,1.8130288926384512,129450.89997721577,2.8938372075387946,True,False,1
Italy_115,Iceland_98,IT,IS,5;6;9,8.632422361902975,10.4193305681139,5609.652836579171,33500.0,1.7869082062109243,27890.34716342083,2.0781347566650594,False,False,3
Hungary_34,Germany_42,HU,DE,5;6;9;12,11.743052574378584,14.572415835475706,125875.0,2131668.077900085,2.8293632610971216,2005793.0779000851,2.828427124463347,True,False,2
Germany_42,Hungary_34,DE,HU,5;6;9;12,14.572415835475706,11.743052574378584,2131668.077900085,125875.0,2.8293632610971216,2005793.0779000851,2.828427124463347,True,False,2
Spain_618,Hungary_22,ES,HU,5;6;9;13,12.50344883837667,9.061541799020478,269263.3361558002,8616.426756985607,3.4419070393561917,260646.9093988146,0.6761234037370989,False,False,0
Hungary_8,Spain_618,HU,ES,5;6;9;13,8.187974583506332,12.50344883837667,3596.428571428571,269263.3361558002,4.315474254870338,265666.9075843716,2.4727081739353145,False,True,2
Hungary_22,Italy_246,HU,IT,5;6;9;13,9.061541799020478,11.71584302640916,8616.426756985607,122496.14791987672,2.6543012273886823,113879.72116289112,3.8072612326285546,False,False,2
Italy_246,Hungary_8,IT,HU,5;6;9;13,11.71584302640916,8.187974583506332,122496.14791987672,3596.428571428571,3.527868442902829,118899.71934844815,5.097151398340082,False,False,4
Italy_56,Denmark_143,IT,DK,5;9,11.894165089855978,9.9571910872279,146408.83977900553,21102.43467933492,1.9369740026280784,125306.4050996706,2.215482245684966,False,False,2
Denmark_143,Italy_137,DK,IT,5;9,9.9571910872279,8.56530643082572,21102.43467933492,5245.447347585115,1.3918846564021798,15856.987331749806,0.8981462389398319,False,False,0
Spain_422,Germany_36,ES,DE,6,9.730915821925574,13.758073717495217,16828.958509737513,944180.5225653208,4.027157895569642,927351.5640555833,1.9619547843965681,True,False,1
Spain_423,France_61,ES,FR,6,10.82927683948934,12.66491857768566,50476.19047619047,316448.3821263481,1.835641738196319,265972.1916501576,3.8215578337314633,True,False,4
Spain_438,Romania_1,ES,RO,6,11.46264948220784,6.259079179887967,95095.69377990432,521.7373713380839,5.203570302319874,94573.95640856624,4.811735917581864,False,False,4
Spain_445,Greece_27,ES,GR,6,8.937041760134145,6.90875477931522,7607.655502392345,1000.0,2.0282869808189243,6607.655502392345,5.380241945620361,False,False,6
Romania_1,Spain_517,RO,ES,6,6.259079179887967,7.512677890880714,521.7373713380839,1830.1104972375688,1.2535987109927476,1308.3731258994849,1.7757881473497685,False,True,2
Greece_27,Spain_582,GR,ES,6,6.90875477931522,7.111480696099415,1000.0,1224.9614791987672,0.20272591678419438,224.96147919876717,2.475868666321243,False,False,1
Germany_36,Spain_454,DE,ES,6,13.758073717495217,10.507891218952246,944180.5225653208,36602.20994475138,3.250182498542971,907578.3126205695,1.3149163242529027,True,True,2
France_61,Spain_563,FR,ES,6,12.66491857768566,11.201024739414736,316448.3821263481,73204.41988950277,1.4638938382709235,243243.96223684534,2.1781907514695984,True,False,3
Spain_440,Hungary_17,ES,HU,6;13,9.337690198025374,4.930369987531363,11357.142857142857,137.43072050673,4.407320210494011,11219.712136636126,2.6832815727597477,True,True,3
Hungary_17,Spain_564,HU,ES,6;13,4.930369987531363,9.18621050617067,137.43072050673,9760.589318600369,4.255840518639308,9623.158598093638,1.7888543818398317,True,True,2
Spain_419,Greece_92,ES,GR,NONE,9.591641466250904,9.409333568808051,14640.883977900554,12200.73664825046,0.18230789744285225,2440.1473296500935,0.5986843400534074,False,False,0
Spain_433,Greece_9,ES,GR,NONE,7.141169713256119,8.749973964692726,1261.904761904762,6309.523809523809,1.6088042514366077,5047.619047619048,0.0,True,True,0
Spain_449,France_20,ES,FR,NONE,10.54637452362832,17.60348093736395,38038.27751196172,44166666.66666666,7.057106413735632,44128628.389154695,0.6757373783538237,True,True,1
Spain_501,Italy_21,ES,IT,NONE,8.244026000203089,8.754746488847713,3803.827751196173,6339.712918660287,0.5107204886446244,2535.885167464114,0.5986843400534074,False,False,0
Spain_516,France_27,ES,FR,NONE,8.244026000203089,11.711844899089495,3803.827751196173,122007.3664825046,3.4678188988864065,118203.53873130842,1.782648414313704,True,False,2
Spain_553,France_55,ES,FR,NONE,7.546370844743536,16.1660183623489,1892.857142857143,10490894.69517023,8.619647517605365,10489001.838027373,5.149133127751228,True,False,3
Greece_3,Greece_8,GR,EL,NONE,8.56530643082572,10.17459184749519,5245.447347585115,26227.23673792557,1.6092854166694703,20981.789390340455,0.0,True,True,0
Greece_8,Greece_3,EL,GR,NONE,10.17459184749519,8.56530643082572,26227.23673792557,5245.447347585115,1.6092854166694703,20981.789390340455,0.0,True,True,0
Greece_9,Spain_433,GR,ES,NONE,8.749973964692726,7.141169713256119,6309.523809523809,1261.904761904762,1.6088042514366077,5047.619047619048,0.0,True,True,0
Greece_81,Spain_419,GR,ES,NONE,7.141169713256119,9.591641466250904,1261.904761904762,14640.883977900554,2.450471752994785,13378.979215995792,2.4882499932497626,False,False,1
Greece_84,Spain_501,GR,ES,NONE,7.833920902748973,8.244026000203089,2523.809523809524,3803.827751196173,0.4101050974541156,1280.018227386649,2.4882499932497626,False,False,1
Greece_90,France_7,GR,FR,NONE,11.966319543845014,18.02490605726468,157363.42042755344,67315834.03895006,6.058586513419666,67158470.6185225,3.83551797811564,False,False,1
Greece_92,France_45,GR,FR,NONE,9.409333568808051,16.010003133282158,12200.73664825046,8975444.538526673,6.6006695644741065,8963243.801878422,1.4718679609825236,False,False,1
France_7,Latvia_8,FR,LV,NONE,18.02490605726468,6.733725143887712,67315834.03895006,839.2715756136183,11.291180913376968,67314994.76737444,1.3446086254154654,True,False,1
France_20,Spain_449,FR,ES,NONE,17.60348093736395,10.54637452362832,44166666.66666666,38038.27751196172,7.057106413735632,44128628.389154695,0.6757373783538237,True,True,1
France_27,Spain_516,FR,ES,NONE,11.711844899089495,8.244026000203089,122007.3664825046,3803.827751196173,3.4678188988864065,118203.53873130842,1.782648414313704,True,False,2
France_45,Greece_81,FR,GR,NONE,16.010003133282158,7.141169713256119,8975444.538526673,1261.904761904762,8.86883342002604,8974182.633764768,2.985398196800237,False,False,2
France_55,Greece_90,FR,GR,NONE,16.1660183623489,11.966319543845014,10490894.69517023,157363.42042755344,4.199698818503887,10333531.274742676,3.592106040320444,False,True,0
Latvia_8,Greece_84,LV,GR,NONE,6.733725143887712,7.833920902748973,839.2715756136183,2523.809523809524,1.1001957588612612,1684.5379481959055,3.137571682837451,False,False,3
Italy_21,Spain_553,IT,ES,NONE,8.754746488847713,7.546370844743536,6339.712918660287,1892.857142857143,1.2083756441041773,4446.855775803144,5.833509893588224,False,False,1
